location,Year,Lifeexpectancy,Alcohol,percentageexpenditure,Measles,BMI,HIV/AIDS,Schooling,incomeGroup
Latvia,2013,74.1,10.37,150.3116884,0,6.2,0.1,15.4,High income
Latvia,2012,73.8,10.21,1356.022164,3,59.8,0.1,15.5,High income
Latvia,2011,73.6,10.14,24.70841046,1,59.4,0.1,15.8,High income
Latvia,2010,72.8,9.8,1109.969508,0,58.9,0.1,16.0,High income
Latvia,2009,72.6,9.85,1137.6237,0,58.5,0.1,16.4,High income
Latvia,2008,71.9,11.84,253.4022338,3,58.1,0.1,16.3,High income
Latvia,2007,78.0,12.12,170.9884138,0,57.7,0.1,16.2,High income
Latvia,2006,75.0,10.4,1099.248837,7,57.4,0.1,16.2,High income
Latvia,2005,76.0,9.92,86.9255399,2,57.0,0.1,15.9,High income
Latvia,2004,71.0,8.81,80.0328375,0,56.6,0.1,15.5,High income
Latvia,2003,78.0,8.24,478.06449110000005,0,56.3,0.1,15.2,High income
Latvia,2002,73.0,7.44,376.4570185,0,56.0,0.1,14.8,High income
Latvia,2001,69.9,6.68,332.2751709,1,55.7,0.1,14.2,High income
Latvia,2000,71.0,7.13,291.0170765000001,0,55.4,0.1,13.7,High income
Lebanon,2014,74.8,1.32,140.3771361,112,65.4,0.1,13.3,Upper middle income
Lebanon,2013,74.9,1.29,14.55610463,1761,64.9,0.1,13.3,Upper middle income
Lebanon,2012,75.0,1.53,151.1526829,9,64.4,0.1,13.3,Upper middle income
Lebanon,2011,75.0,1.57,835.0626827000001,9,64.0,0.1,13.2,Upper middle income
Lebanon,2010,74.9,1.58,805.3956346,12,63.5,0.1,13.3,Upper middle income
Lebanon,2009,74.7,1.62,8.140373615,22,63.0,0.1,13.2,Upper middle income
Lebanon,2008,74.5,1.67,69.13924862,24,62.5,0.1,13.1,Upper middle income
Lebanon,2007,74.4,1.72,8.906931168,373,61.9,0.1,12.9,Upper middle income
Lebanon,2006,74.1,1.82,534.5795695,956,61.4,0.1,13.2,Upper middle income
Lebanon,2005,73.9,1.94,630.0540722999998,618,6.8,0.1,13.7,Upper middle income
Lebanon,2004,73.7,2.1,618.3614857999999,213,6.2,0.1,14.2,Upper middle income
Lebanon,2003,73.5,2.19,527.9176618,526,59.7,0.1,14.8,Upper middle income
Lebanon,2002,73.2,1.98,70.13207838,36,59.1,0.1,15.2,Upper middle income
Lebanon,2001,73.0,2.19,510.6035166,8,58.6,0.1,15.0,Upper middle income
Lebanon,2000,72.7,2.26,404.3879434,5,57.9,0.1,14.9,Upper middle income
Lesotho,2014,52.1,0.01,162.1278115,0,32.0,9.4,10.8,Lower middle income
Lesotho,2013,52.1,0.01,153.34431469999996,516,31.4,9.6,11.1,Lower middle income
Lesotho,2012,52.2,0.01,168.13489919999995,179,3.8,9.0,11.0,Lower middle income
Lesotho,2011,52.3,2.39,195.825251,172,3.2,10.5,11.0,Lower middle income
Lesotho,2010,51.1,2.71,154.8705998,2488,29.7,13.4,10.9,Lower middle income
Lesotho,2009,49.4,2.75,104.3144732,0,29.2,18.2,10.8,Lower middle income
Lesotho,2008,47.8,2.75,91.85432774,0,28.8,27.3,10.7,Lower middle income
Lesotho,2007,46.2,2.69,9.18432717,2,28.3,30.0,10.6,Lower middle income
Lesotho,2006,45.3,2.61,71.15577609,1,27.9,34.1,10.7,Lower middle income
Lesotho,2005,44.5,2.67,57.90369752,0,27.4,34.8,10.7,Lower middle income
Lesotho,2004,44.8,1.8,67.91361818,31,26.9,34.6,10.7,Lower middle income
Lesotho,2003,45.5,1.99,5.3009020410000005,1,26.4,33.8,10.5,Lower middle income
Lesotho,2002,46.4,2.95,3.53457351,0,25.9,32.5,10.4,Lower middle income
Lesotho,2001,47.8,2.86,38.57187011,217,25.4,31.2,10.3,Lower middle income
Lesotho,2000,49.3,3.1,29.86616464,660,24.9,29.8,9.6,Lower middle income
Liberia,2014,58.1,0.01,54.37396957,34,26.7,0.9,9.9,Low income
Liberia,2013,61.1,0.01,45.04892458,0,26.1,1.1,9.8,Low income
Liberia,2012,67.0,0.01,48.09891474,43,25.6,1.2,9.6,Low income
Liberia,2011,62.0,3.72,60.44658161,279,25.0,1.5,9.5,Low income
Liberia,2010,59.7,3.64,41.91052416,2200,24.5,1.8,9.6,Low income
Liberia,2009,59.2,3.75,5.592170255,6,24.0,2.1,9.7,Low income
Liberia,2008,58.6,3.88,40.03344077,1,23.4,2.4,9.8,Low income
Liberia,2007,57.9,4.03,3.686899287,1,22.9,2.8,9.9,Low income
Liberia,2006,56.7,4.05,15.79934152,20,22.4,3.0,10.0,Low income
Liberia,2005,55.3,4.19,22.39648813,8,22.0,3.1,10.1,Low income
Liberia,2004,54.0,4.24,17.85870796,4,21.5,3.2,10.2,Low income
Liberia,2003,50.0,4.21,9.758449266,142,21.1,3.2,10.3,Low income
Liberia,2002,56.0,4.27,10.424369,131,2.7,3.1,10.4,Low income
Liberia,2001,51.5,4.4,16.72142854,1379,2.4,3.1,10.5,Low income
Liberia,2000,51.9,4.46,12.19709744,5977,2.2,3.1,8.7,Low income
Libya,2014,72.4,0.01,0.0,372,63.8,0.1,13.4,Upper middle income
Libya,2013,72.9,0.01,0.0,0,62.8,0.1,13.4,Upper middle income
Libya,2012,72.9,0.01,0.0,320,61.8,0.1,13.7,Upper middle income
Libya,2011,71.3,0.01,36.11567366,0,6.9,0.1,14.0,Upper middle income
Libya,2010,72.8,0.01,52.50394196,0,59.9,0.1,14.3,Upper middle income
Libya,2009,72.7,0.01,63.55170297,329,59.0,0.1,14.6,Upper middle income
Libya,2008,72.6,0.01,532.6700005,8,58.2,0.1,14.8,Upper middle income
Libya,2007,72.5,0.01,54.87891060000001,59,57.4,0.1,15.1,Upper middle income
Libya,2006,72.2,0.01,493.415341,1,56.7,0.1,15.4,Upper middle income
Libya,2005,71.9,0.01,472.3047034,292,56.0,0.1,15.7,Upper middle income
Libya,2004,71.5,0.01,31.80653288,2771,55.3,0.1,15.9,Upper middle income
Libya,2003,71.3,0.01,295.1166511,0,54.6,0.1,16.0,Upper middle income
Libya,2002,71.1,0.01,29.13434871,3890,54.0,0.1,15.8,Upper middle income
Libya,2001,71.0,0.01,362.3817951,633,53.4,0.1,15.7,Upper middle income
Libya,2000,78.0,0.01,457.32022360000013,0,52.8,0.1,15.5,Upper middle income
Lithuania,2014,73.4,15.19,2211.744178,11,61.9,0.1,16.5,High income
Lithuania,2013,73.0,15.04,1968.816817,35,61.4,0.1,16.4,High income
Lithuania,2012,73.0,15.14,1807.071336,0,6.9,0.1,16.5,High income
Lithuania,2011,72.8,12.66,1758.822757,7,6.5,0.1,16.7,High income
Lithuania,2010,72.4,12.9,1423.8023859999996,2,6.0,0.1,16.8,High income
Lithuania,2009,72.2,12.4,1446.529217,0,59.7,0.1,16.6,High income
Lithuania,2008,71.1,13.3,1888.149904,1,59.3,0.1,16.5,High income
Lithuania,2007,72.0,13.4,1581.5119140000004,0,59.0,0.1,16.4,High income
Lithuania,2006,76.0,12.7,116.504961,1,58.7,0.1,16.4,High income
Lithuania,2005,78.0,12.3,913.699529,1,58.4,0.1,16.2,High income
Lithuania,2004,71.6,12.1,76.36187737,1,58.1,0.1,16.3,High income
Lithuania,2003,71.6,11.29,80.99710054,1,57.8,0.1,15.8,High income
Lithuania,2002,71.4,11.0,561.9168642000002,103,57.5,0.1,15.3,High income
Lithuania,2001,71.2,10.2,42.87208671,7,57.2,0.1,14.7,High income
Lithuania,2000,71.6,9.87,373.2605532,19,56.9,0.1,14.0,High income
Luxembourg,2014,81.7,11.12,16255.16198,0,6.9,0.1,13.9,High income
Luxembourg,2013,81.4,11.02,15515.75234,0,6.5,0.1,13.9,High income
Luxembourg,2012,81.1,11.34,2284.58215,2,6.1,0.1,13.9,High income
Luxembourg,2011,88.0,11.5,17028.527980000006,6,59.6,0.1,13.9,High income
Luxembourg,2010,86.0,11.36,2267.252192000001,0,59.2,0.1,13.7,High income
Luxembourg,2009,83.0,11.42,2052.3930760000007,0,58.8,0.1,13.5,High income
Luxembourg,2008,80.0,11.53,18961.3486,1,58.4,0.1,13.5,High income
Luxembourg,2007,79.7,11.75,267.051312,0,57.9,0.1,13.5,High income
Luxembourg,2006,79.4,11.98,15345.4907,8,57.5,0.1,13.5,High income
Luxembourg,2005,78.8,11.84,1346.246697,0,57.0,0.1,13.5,High income
Luxembourg,2004,78.7,12.42,12372.05188,0,56.4,0.1,13.5,High income
Luxembourg,2003,78.6,12.61,10111.38928,1,55.8,0.1,13.6,High income
Luxembourg,2002,78.3,12.91,910.5062778,0,55.2,0.1,13.5,High income
Luxembourg,2001,78.0,12.89,7877.33656,0,54.6,0.1,13.4,High income
Luxembourg,2000,77.8,13.14,8246.130437,0,54.0,0.1,13.5,High income
Madagascar,2014,65.1,0.01,5.339065673,3,2.0,0.3,10.3,Low income
Madagascar,2013,64.7,0.87,79.50882493,6,19.5,0.4,10.3,Low income
Madagascar,2012,64.3,0.87,59.97914461,2,19.0,0.4,10.2,Low income
Madagascar,2011,63.8,0.97,78.79967196,0,18.5,0.4,10.2,Low income
Madagascar,2010,63.3,1.03,76.60442169,1,18.0,0.5,10.2,Low income
Madagascar,2009,62.8,0.91,71.16601203,0,17.6,0.5,9.7,Low income
Madagascar,2008,62.3,0.68,6.448762615,3,17.1,0.5,9.4,Low income
Madagascar,2007,61.9,0.71,55.43034455,0,16.7,0.6,9.1,Low income
Madagascar,2006,61.4,0.68,38.41870375,2,16.3,0.6,9.0,Low income
Madagascar,2005,69.0,0.72,33.74786198,0,15.8,0.6,8.9,Low income
Madagascar,2004,64.0,0.81,23.72796328,35558,15.4,0.6,8.7,Low income
Madagascar,2003,59.9,0.93,37.12894787,62233,15.0,0.7,8.5,Low income
Madagascar,2002,59.3,0.9,47.5262138,10795,14.7,0.7,8.3,Low income
Madagascar,2001,58.7,1.05,42.56331585,9357,14.3,0.7,8.2,Low income
Madagascar,2000,57.9,1.16,35.66125056,35256,13.9,0.6,8.0,Low income
Malawi,2014,57.6,0.01,59.48744893,3,19.2,5.1,10.7,Low income
Malawi,2013,56.7,0.01,55.83107625,1,18.8,6.3,10.7,Low income
Malawi,2012,55.3,0.01,82.76865922,11,18.4,8.3,10.7,Low income
Malawi,2011,54.1,1.23,13.77617463,26,18.0,11.2,10.6,Low income
Malawi,2010,52.9,1.08,9.728005297000001,118712,17.6,13.7,10.2,Low income
Malawi,2009,51.5,1.16,7.915071247999999,21,17.3,14.9,9.9,Low income
Malawi,2008,50.0,1.27,74.34482999,20,16.9,16.9,9.6,Low income
Malawi,2007,48.5,1.18,4.269511381,143,16.6,19.3,9.7,Low income
Malawi,2006,47.1,1.18,6.847033785,1,16.2,21.1,9.6,Low income
Malawi,2005,46.0,1.04,5.670640102,184,15.9,22.4,9.7,Low income
Malawi,2004,45.1,1.11,58.13583343,1116,15.5,23.4,10.0,Low income
Malawi,2003,44.6,1.08,4.375316094,167,15.2,24.2,10.3,Low income
Malawi,2002,44.0,1.1,3.885394742,92,14.8,24.7,10.4,Low income
Malawi,2001,43.5,1.15,12.79760626,150,14.4,25.1,10.1,Low income
Malawi,2000,43.1,1.18,13.76270195,304,14.1,25.5,10.7,Low income
Malaysia,2014,74.8,0.52,721.3655432,221,39.5,0.1,13.0,Upper middle income
Malaysia,2013,74.6,0.53,110.6779711,195,38.5,0.1,12.9,Upper middle income
Malaysia,2012,74.5,0.53,101.609245,1868,37.4,0.1,12.9,Upper middle income
Malaysia,2011,74.3,0.51,9.23002632,1569,36.3,0.1,13.0,Upper middle income
Malaysia,2010,74.1,0.49,65.56659662,73,35.3,0.1,12.8,Upper middle income
Malaysia,2009,74.0,0.47,431.5452472,153,34.4,0.1,12.6,Upper middle income
Malaysia,2008,73.8,0.47,438.4519214,334,33.4,0.1,12.5,Upper middle income
Malaysia,2007,73.7,0.43,409.9812523,394,32.5,0.1,12.3,Upper middle income
Malaysia,2006,73.6,0.42,365.9113978,564,31.6,0.1,12.7,Upper middle income
Malaysia,2005,73.4,0.46,297.5913833,1407,3.7,0.1,12.9,Upper middle income
Malaysia,2004,73.2,0.49,315.6639322,5729,29.8,0.1,12.7,Upper middle income
Malaysia,2003,73.1,0.48,264.24961290000005,632,28.8,0.1,12.1,Upper middle income
Malaysia,2002,72.9,0.49,216.7029481,408,27.9,0.1,12.0,Upper middle income
Malaysia,2001,72.7,0.53,210.2417002,2198,27.0,0.1,11.9,Upper middle income
Malaysia,2000,72.4,0.54,23.37167228,6187,26.0,0.1,11.6,Upper middle income
Maldives,2014,78.2,0.01,2051.748615,0,26.2,0.1,12.7,Upper middle income
Maldives,2013,77.9,0.01,1626.591186,0,25.1,0.1,12.4,Upper middle income
Maldives,2012,77.6,0.01,1259.940376,0,24.1,0.1,12.1,Upper middle income
Maldives,2011,77.3,1.92,1079.893546,0,23.1,0.1,11.8,Upper middle income
Maldives,2010,76.7,1.83,91.13971812,0,22.1,0.1,11.6,Upper middle income
Maldives,2009,76.3,1.59,100.503021,6,21.2,0.1,11.8,Upper middle income
Maldives,2008,75.9,1.76,1077.712092,0,2.3,0.1,11.8,Upper middle income
Maldives,2007,75.4,1.78,6.491488597999999,20,19.5,0.1,11.9,Upper middle income
Maldives,2006,75.0,1.62,659.8499118,47,18.7,0.1,12.0,Upper middle income
Maldives,2005,74.3,1.47,620.9518909,1395,18.0,0.1,12.1,Upper middle income
Maldives,2004,73.4,1.6,611.9093566,37,17.3,0.1,12.2,Upper middle income
Maldives,2003,72.7,1.75,491.4978908,75,16.7,0.1,11.8,Upper middle income
Maldives,2002,71.8,1.95,4.299053392,926,16.2,0.1,12.0,Upper middle income
Maldives,2001,78.0,1.98,41.30688803,0,15.6,0.1,11.8,Upper middle income
Maldives,2000,69.6,1.83,300.1621026,20,15.2,0.1,11.3,Upper middle income
Mali,2014,57.8,0.01,46.56231672,290,23.2,1.6,8.2,Low income
Mali,2013,57.3,0.01,36.86104319,221,22.5,1.6,8.0,Low income
Mali,2012,57.2,0.01,96.5465827,341,21.9,1.5,7.7,Low income
Mali,2011,56.8,0.61,101.8113996,24,21.3,1.5,7.5,Low income
Mali,2010,56.5,0.6,9.585584394,1719,2.7,1.5,7.3,Low income
Mali,2009,56.0,0.59,84.63438925,2939,2.2,1.6,7.1,Low income
Mali,2008,55.5,0.57,102.1413744,98,19.6,1.6,5.8,Low income
Mali,2007,55.0,0.55,81.84050069999998,2,19.0,1.7,6.4,Low income
Mali,2006,54.3,0.53,67.70920683,128,18.5,1.8,6.1,Low income
Mali,2005,53.6,0.55,60.21211141,33,18.0,1.9,5.8,Low income
Mali,2004,52.8,0.49,57.11644801,172,17.5,2.0,5.5,Low income
Mali,2003,52.0,0.54,6.6604517770000005,232,17.0,2.2,5.2,Low income
Mali,2002,51.2,0.53,3.67646576,717,16.5,2.3,4.9,Low income
Mali,2001,55.0,0.51,4.395885717,4464,16.1,2.4,4.6,Low income
Mali,2000,49.8,0.47,23.94507124,1578,15.6,2.5,4.4,Low income
Malta,2014,81.4,8.49,409.6000248,0,69.2,0.1,14.3,High income
Malta,2013,81.1,8.58,374.2947283,0,68.8,0.1,14.2,High income
Malta,2012,81.0,7.67,343.123395,0,68.4,0.1,14.1,High income
Malta,2011,87.0,6.91,3601.287457,3,68.0,0.1,14.8,High income
Malta,2010,83.0,7.91,278.06870510000005,0,67.6,0.1,14.6,High income
Malta,2009,82.0,7.38,335.5180568,1,67.1,0.1,14.4,High income
Malta,2008,80.0,7.14,2655.573684,1,66.6,0.1,14.6,High income
Malta,2007,79.6,7.45,2578.8883140000007,2,66.1,0.1,14.4,High income
Malta,2006,79.3,8.84,2380.699796,1,65.6,0.1,14.8,High income
Malta,2005,79.0,6.41,2247.035692000001,6,65.0,0.1,14.8,High income
Malta,2004,78.7,6.53,203.3157499,4,64.5,0.1,14.2,High income
Malta,2003,78.5,6.7,1678.392773,4,63.9,0.1,13.8,High income
Malta,2002,78.2,5.73,1552.740429,7,63.4,0.1,13.8,High income
Malta,2001,77.8,5.62,130.0150391,2,62.8,0.1,13.7,High income
Malta,2000,77.5,5.59,134.3547253,2,62.3,0.1,13.8,High income
Mauritania,2014,63.0,0.01,80.92679802,14,3.1,0.9,8.5,Lower middle income
Mauritania,2013,62.7,0.01,8.88028118,62,29.4,1.1,8.2,Lower middle income
Mauritania,2012,62.5,0.01,62.48419552,35,28.8,1.2,7.8,Lower middle income
Mauritania,2011,62.2,0.01,79.27658464,234,28.1,1.2,7.7,Lower middle income
Mauritania,2010,62.0,0.01,8.353074798,1292,27.4,1.2,7.6,Lower middle income
Mauritania,2009,61.7,0.01,11.14504291,322,26.8,1.2,7.1,Lower middle income
Mauritania,2008,61.4,0.02,61.76263795,4,26.1,1.3,7.2,Lower middle income
Mauritania,2007,61.2,0.02,7.35400072,11,25.5,1.3,7.4,Lower middle income
Mauritania,2006,69.0,0.01,55.79836969,22,24.8,1.3,7.2,Lower middle income
Mauritania,2005,66.0,0.01,55.12187071,127,24.2,1.3,7.2,Lower middle income
Mauritania,2004,64.0,0.01,5.00378288,5039,23.6,1.3,6.7,Lower middle income
Mauritania,2003,63.0,0.01,29.65370899,3611,22.9,1.3,6.6,Lower middle income
Mauritania,2002,62.0,0.02,4.113190741,883,22.3,1.2,6.5,Lower middle income
Mauritania,2001,61.0,0.01,28.782245,1398,21.7,1.2,6.5,Lower middle income
Mauritania,2000,60.0,0.03,8.594570232,0,21.1,1.1,6.4,Lower middle income
Mauritius,2014,74.2,0.01,115.2784282,0,32.8,0.1,14.7,High income
Mauritius,2013,74.1,0.01,917.467628,0,32.3,0.1,14.7,High income
Mauritius,2012,73.9,0.01,915.1859205,0,31.8,0.1,14.3,High income
Mauritius,2011,73.6,3.03,918.807245,2,31.3,0.1,14.1,High income
Mauritius,2010,73.3,2.95,0.108055973,12,3.7,0.2,14.0,High income
Mauritius,2009,72.8,2.83,624.2361827999998,15,3.2,0.1,13.8,High income
Mauritius,2008,72.7,2.49,6.6489825,12,29.7,0.1,13.6,High income
Mauritius,2007,72.9,3.24,582.5143743,13,29.1,0.1,13.5,High income
Mauritius,2006,71.8,3.73,502.3844946,3,28.6,0.1,13.4,High income
Mauritius,2005,72.1,3.94,479.9234077,7,28.0,0.1,13.0,High income
Mauritius,2004,71.9,4.16,509.3899943,28,27.5,0.1,12.8,High income
Mauritius,2003,71.5,4.08,407.779262,777,26.9,0.1,12.6,High income
Mauritius,2002,71.5,4.14,369.6317105,0,26.4,0.1,12.5,High income
Mauritius,2001,71.5,4.38,70.15536981,0,25.8,0.1,12.2,High income
Mauritius,2000,71.0,4.6,336.32133260000006,0,25.3,0.1,12.1,High income
Mexico,2014,76.6,5.26,168.173753,3,62.8,0.1,13.1,Upper middle income
Mexico,2013,76.6,5.23,150.408875,0,62.1,0.1,12.9,Upper middle income
Mexico,2012,76.3,5.29,112.696486,0,61.5,0.1,12.7,Upper middle income
Mexico,2011,76.1,5.3,1117.196097,3,6.8,0.1,12.6,Upper middle income
Mexico,2010,75.6,5.21,1033.0397369999996,0,6.1,0.1,12.5,Upper middle income
Mexico,2009,75.7,5.27,881.7364326999998,0,59.4,0.1,12.5,Upper middle income
Mexico,2008,75.6,5.36,159.87722639999996,0,58.7,0.1,12.3,Upper middle income
Mexico,2007,76.0,5.35,105.7476131,0,57.9,0.1,12.3,Upper middle income
Mexico,2006,75.8,5.11,980.2537444,23,57.2,0.1,12.2,Upper middle income
Mexico,2005,75.3,4.93,998.3498049,6,56.4,0.1,12.2,Upper middle income
Mexico,2004,75.4,4.9,920.8284115,64,55.7,0.1,12.1,Upper middle income
Mexico,2003,75.0,4.88,781.2062827999998,44,54.9,0.1,11.9,Upper middle income
Mexico,2002,75.0,4.77,12.1859723,0,54.1,0.1,11.6,Upper middle income
Mexico,2001,75.0,4.86,13.31109532,3,53.2,0.1,11.6,Upper middle income
Mexico,2000,74.8,4.99,10.22840118,30,52.4,0.1,11.4,Upper middle income
Micronesia(FederatedStatesof),2014,69.4,1.58,0.0,140,68.7,0.1,11.7,Lower middle income
Micronesia(FederatedStatesof),2013,69.2,1.67,0.0,0,68.1,0.1,11.7,Lower middle income
Micronesia(FederatedStatesof),2012,69.0,2.98,0.0,0,67.5,0.1,11.7,Lower middle income
Micronesia(FederatedStatesof),2011,68.9,1.89,0.0,0,67.0,0.1,11.7,Lower middle income
Micronesia(FederatedStatesof),2010,68.7,1.76,0.0,0,66.4,0.1,11.5,Lower middle income
Micronesia(FederatedStatesof),2009,68.5,2.06,0.0,0,65.8,0.1,11.4,Lower middle income
Micronesia(FederatedStatesof),2008,68.4,1.97,0.0,0,65.2,0.1,11.2,Lower middle income
Micronesia(FederatedStatesof),2007,68.2,1.64,0.0,0,64.7,0.1,11.0,Lower middle income
Micronesia(FederatedStatesof),2006,68.0,1.73,0.0,0,64.1,0.1,10.9,Lower middle income
Micronesia(FederatedStatesof),2005,67.9,1.9,0.0,0,63.6,0.1,10.7,Lower middle income
Micronesia(FederatedStatesof),2004,67.7,2.02,0.0,0,63.2,0.1,10.5,Lower middle income
Micronesia(FederatedStatesof),2003,67.5,3.15,0.0,0,62.8,0.1,10.4,Lower middle income
Micronesia(FederatedStatesof),2002,66.2,2.78,0.0,0,62.4,0.1,10.2,Lower middle income
Micronesia(FederatedStatesof),2001,67.2,2.82,0.0,0,62.0,0.1,10.1,Lower middle income
Micronesia(FederatedStatesof),2000,67.0,2.23,0.0,0,61.5,0.1,0.0,Lower middle income
Mongolia,2014,68.4,0.01,281.0023992,0,51.5,0.1,14.8,Lower middle income
Mongolia,2013,68.1,0.01,241.1958645,0,5.4,0.1,14.7,Lower middle income
Mongolia,2012,67.8,0.01,253.8285861,0,49.2,0.1,14.7,Lower middle income
Mongolia,2011,67.3,0.01,257.8403154,0,48.0,0.1,14.6,Lower middle income
Mongolia,2010,66.3,5.8,22.31624272,7,46.9,0.1,14.3,Lower middle income
Mongolia,2009,66.9,4.61,134.1678932,8,45.9,0.1,13.8,Lower middle income
Mongolia,2008,67.4,4.26,181.0123284,31,44.9,0.1,13.4,Lower middle income
Mongolia,2007,65.9,3.79,126.698109,12,43.9,0.1,13.0,Lower middle income
Mongolia,2006,65.0,2.91,122.12064850000002,26,43.0,0.1,12.7,Lower middle income
Mongolia,2005,64.5,2.75,98.68367951,0,42.1,0.1,11.8,Lower middle income
Mongolia,2004,64.0,1.75,73.24150483,0,41.3,0.1,11.2,Lower middle income
Mongolia,2003,64.0,1.31,56.05686428,18,4.5,0.1,10.5,Lower middle income
Mongolia,2002,63.8,2.43,55.60878216,1205,39.8,0.1,10.1,Lower middle income
Mongolia,2001,63.2,2.87,61.84921903,10677,39.1,0.1,9.4,Lower middle income
Mongolia,2000,62.8,2.79,56.431387,925,38.5,0.1,8.9,Lower middle income
Montenegro,2014,75.9,0.01,726.0291764,0,61.3,0.1,15.1,Upper middle income
Montenegro,2013,75.8,0.01,707.144691,0,6.7,0.1,15.1,Upper middle income
Montenegro,2012,75.6,0.01,648.1331781,0,6.2,0.1,15.1,Upper middle income
Montenegro,2011,75.4,6.56,666.7374371000002,5,59.7,0.1,15.1,Upper middle income
Montenegro,2010,75.3,6.56,635.4849381,5,59.1,0.1,15.0,Upper middle income
Montenegro,2009,75.0,6.45,489.6818699,0,58.5,0.1,14.6,Upper middle income
Montenegro,2008,74.6,6.17,709.1311228,0,57.8,0.1,14.2,Upper middle income
Montenegro,2007,74.2,4.98,678.5188944,0,57.2,0.1,13.6,Upper middle income
Montenegro,2006,73.8,5.38,595.7306923,0,56.5,0.1,13.2,Upper middle income
Montenegro,2004,73.5,0.01,57.12190146,0,55.0,0.1,12.6,Upper middle income
Montenegro,2003,73.5,0.01,495.0782963,0,54.2,0.1,0.0,Upper middle income
Montenegro,2002,73.4,0.01,36.48024032,0,53.5,0.1,0.0,Upper middle income
Montenegro,2001,73.3,0.01,33.66981355,0,52.7,0.1,0.0,Upper middle income
Montenegro,2000,73.0,0.01,274.5472605,0,51.9,0.1,0.0,Upper middle income
Morocco,2014,74.1,0.43,198.7343495,10,57.5,0.1,12.1,Lower middle income
Morocco,2013,73.9,0.45,179.8598949,92,56.5,0.1,12.1,Lower middle income
Morocco,2012,73.6,0.55,19.15853732,668,55.5,0.1,11.6,Lower middle income
Morocco,2011,73.3,0.54,22.0945504,982,54.6,0.1,11.2,Lower middle income
Morocco,2010,72.8,0.56,183.6592186,633,53.6,0.1,10.7,Lower middle income
Morocco,2009,72.3,0.62,188.2902861,834,52.7,0.1,10.5,Lower middle income
Morocco,2008,71.8,0.51,171.3658969,1455,51.7,0.1,10.3,Lower middle income
Morocco,2007,71.4,0.56,157.6431445,2248,5.8,0.1,10.0,Lower middle income
Morocco,2006,71.0,0.58,127.76320049999998,1217,49.9,0.1,10.0,Lower middle income
Morocco,2005,77.0,0.47,9.469371264,0,49.1,0.1,9.8,Lower middle income
Morocco,2004,72.0,0.56,100.3638322,6399,48.2,0.1,9.6,Lower middle income
Morocco,2003,69.9,0.58,88.16506179,10841,47.3,0.1,9.3,Lower middle income
Morocco,2002,69.5,0.46,66.72933871,6000,46.5,0.1,8.8,Lower middle income
Morocco,2001,69.0,0.46,71.11645,2724,45.7,0.1,8.5,Lower middle income
Morocco,2000,68.6,0.45,63.42140024,7368,44.8,0.1,8.0,Lower middle income
Mozambique,2014,56.7,0.01,54.91159475,9,22.2,4.1,9.1,Low income
Mozambique,2013,55.3,1.16,5.813338496,8,21.8,5.1,9.1,Low income
Mozambique,2012,54.8,1.19,49.90987221,145,21.3,6.9,9.2,Low income
Mozambique,2011,54.3,0.94,40.80617976,177,2.9,9.6,9.5,Low income
Mozambique,2010,54.0,0.96,5.743393664,2321,2.5,10.8,9.3,Low income
Mozambique,2009,53.8,1.18,39.75216936,60,2.1,11.3,9.2,Low income
Mozambique,2008,53.2,1.48,0.796915785,4,19.7,12.6,8.8,Low income
Mozambique,2007,52.1,1.03,53.9502789,267,19.3,14.1,8.2,Low income
Mozambique,2006,51.2,1.2,58.59644487,183,18.9,16.3,7.9,Low income
Mozambique,2005,58.0,1.23,67.33378735,12598,18.5,16.2,7.3,Low income
Mozambique,2004,54.0,1.54,46.58195631,9396,18.1,15.9,7.0,Low income
Mozambique,2003,51.0,1.68,42.52689559,28898,17.7,15.3,6.7,Low income
Mozambique,2002,49.8,2.16,40.82597077,7155,17.3,14.5,6.2,Low income
Mozambique,2001,49.5,2.09,37.82511936,7085,16.9,13.4,5.8,Low income
Mozambique,2000,49.0,1.14,47.17250718,7375,16.5,12.2,5.4,Low income
Myanmar,2014,66.4,0.01,45.33788677,122,22.9,0.3,9.1,Lower middle income
Myanmar,2013,66.2,0.7,38.33793462,1010,22.1,0.4,9.1,Lower middle income
Myanmar,2012,65.9,0.55,38.4279083,2175,21.3,0.5,9.1,Lower middle income
Myanmar,2011,65.6,0.33,21.23698847,2046,2.5,0.5,9.1,Lower middle income
Myanmar,2010,65.4,0.3,17.48293752,190,19.8,0.5,8.8,Lower middle income
Myanmar,2009,65.2,0.28,11.05247903,329,19.1,0.6,8.5,Lower middle income
Myanmar,2008,59.2,0.3,9.53048032,333,18.3,0.6,8.2,Lower middle income
Myanmar,2007,64.5,0.26,0.5305728,1088,17.6,0.6,8.1,Lower middle income
Myanmar,2006,64.2,0.28,4.632776304,760,17.0,0.6,8.0,Lower middle income
Myanmar,2005,63.9,0.28,2.7938431880000003,314,16.4,0.5,7.9,Lower middle income
Myanmar,2004,63.5,0.44,4.15451614,1329,15.7,0.5,7.8,Lower middle income
Myanmar,2003,63.2,0.4,3.824212472,830,15.2,0.5,7.7,Lower middle income
Myanmar,2002,62.8,0.41,3.421880938,736,14.6,0.4,7.6,Lower middle income
Myanmar,2001,62.5,0.38,1.917164,2519,14.1,0.4,7.6,Lower middle income
